,Unnamed: 0,date,odds_1,odds_2,players,score,tournament_name,year
195,195.0,14 Jul 2018,561/100,11/100,Smith M. - van Gerwen M.,8:4,http://www.oddsportal.com/darts/china/shanghai-masters,2018.0
196,196.0,14 Jul 2018,1/4,141/50,Wright P. - Price G.,8:7,http://www.oddsportal.com/darts/china/shanghai-masters,2018.0
197,197.0,14 Jul 2018,59/100,131/100,Cross R. - Wade J.,8:3,http://www.oddsportal.com/darts/china/shanghai-masters,2018.0
198,198.0,14 Jul 2018,11/100,127/25,van Gerwen M. - Gurney D.,8:4,http://www.oddsportal.com/darts/china/shanghai-masters,2018.0
199,199.0,14 Jul 2018,749/100,3/50,Lam R. - Smith M.,5:8,http://www.oddsportal.com/darts/china/shanghai-masters,2018.0
200,200.0,13 Jul 2018,3/100,1053/100,Anderson G. - Lam R.,5:6,http://www.oddsportal.com/darts/china/shanghai-masters,2018.0
201,201.0,13 Jul 2018,1/100,414/25,van Gerwen M. - Wen L.,6:1,http://www.oddsportal.com/darts/china/shanghai-masters,2018.0
202,202.0,13 Jul 2018,1/25,228/25,Gurney D. - Ilagan L.,6:1,http://www.oddsportal.com/darts/china/shanghai-masters,2018.0
203,203.0,13 Jul 2018,1/50,307/25,Smith M. - Zong X. C.,6:0,http://www.oddsportal.com/darts/china/shanghai-masters,2018.0
204,204.0,13 Jul 2018,9/100,59/10,Wright P. - Asada S.,6:3,http://www.oddsportal.com/darts/china/shanghai-masters,2018.0
205,205.0,13 Jul 2018,1/50,1309/100,Cross R. - Liu C. A.,6:0,http://www.oddsportal.com/darts/china/shanghai-masters,2018.0
206,206.0,13 Jul 2018,3/100,264/25,Wade J. - Chen H. L.,6:0,http://www.oddsportal.com/darts/china/shanghai-masters,2018.0
207,207.0,13 Jul 2018,1/25,228/25,Price G. - Liu Y.,6:2,http://www.oddsportal.com/darts/china/shanghai-masters,2018.0
208,208.0,01 Aug 2010,3/100,11/1,Taylor P. - Jenkins T.,11:10,http://www.oddsportal.com/darts/europe/european-championship,2010.0
209,209.0,01 Aug 2010,1/1,4/5,Jones W. - Lloyd C.,11:10,http://www.oddsportal.com/darts/europe/european-championship,2010.0
210,210.0,01 Aug 2010,29/100,257/100,van Barneveld R. - Jones W.,8:10,http://www.oddsportal.com/darts/europe/european-championship,2010.0
211,211.0,01 Aug 2010,1/50,312/25,Taylor P. - Walsh M.,10:4,http://www.oddsportal.com/darts/europe/european-championship,2010.0
212,212.0,01 Aug 2010,19/25,101/100,Lloyd C. - Baxter R.,10:7,http://www.oddsportal.com/darts/europe/european-championship,2010.0
213,213.0,01 Aug 2010,83/100,93/100,Jenkins T. - Caven J.,10:6,http://www.oddsportal.com/darts/europe/european-championship,2010.0
214,214.0,31 Jul 2010,13/25,73/50,Lloyd C. - van Gerwen M.,10:6,http://www.oddsportal.com/darts/europe/european-championship,2010.0
215,215.0,31 Jul 2010,1/50,277/20,Taylor P. - Smith A.,10:5,http://www.oddsportal.com/darts/europe/european-championship,2010.0
216,216.0,31 Jul 2010,1/25,453/50,van Barneveld R. - Roith B.,10:7,http://www.oddsportal.com/darts/europe/european-championship,2010.0
217,217.0,31 Jul 2010,61/100,133/100,Jones W. - Thornton R.,10:4,http://www.oddsportal.com/darts/europe/european-championship,2010.0
218,218.0,31 Jul 2010,61/100,32/25,Baxter R. - Newton W.,10:9,http://www.oddsportal.com/darts/europe/european-championship,2010.0
219,219.0,31 Jul 2010,68/25,27/100,Jenkins T. - Whitlock S.,10:8,http://www.oddsportal.com/darts/europe/european-championship,2010.0
220,220.0,30 Jul 2010,7/10,27/25,Baxter R. - Tabern A.,6:5,http://www.oddsportal.com/darts/europe/european-championship,2010.0
221,221.0,30 Jul 2010,89/100,21/25,Osborne C. - Newton W.,4:6,http://www.oddsportal.com/darts/europe/european-championship,2010.0
222,222.0,30 Jul 2010,3/10,61/25,van Barneveld R. - Hamilton A.,6:5,http://www.oddsportal.com/darts/europe/european-championship,2010.0
223,223.0,30 Jul 2010,19/50,49/25,Wade J. - Lloyd C.,4:6,http://www.oddsportal.com/darts/europe/european-championship,2010.0
224,224.0,30 Jul 2010,147/100,13/25,Seyler T. - van Gerwen M.,4:6,http://www.oddsportal.com/darts/europe/european-championship,2010.0
225,225.0,30 Jul 2010,49/100,157/100,Lewis A. - Jones W.,3:6,http://www.oddsportal.com/darts/europe/european-championship,2010.0
226,226.0,30 Jul 2010,17/20,87/100,Dudbridge M. - Thornton R.,4:6,http://www.oddsportal.com/darts/europe/european-championship,2010.0
227,227.0,30 Jul 2010,131/50,7/25,Roith B. - Ovens D.,6:4,http://www.oddsportal.com/darts/europe/european-championship,2010.0
228,228.0,29 Jul 2010,21/50,89/50,King M. - Bates B.,3:6,http://www.oddsportal.com/darts/europe/european-championship,2010.0
229,229.0,29 Jul 2010,77/100,97/100,Klaasen J. - Van der Voort V.,6:4,http://www.oddsportal.com/darts/europe/european-championship,2010.0
230,230.0,29 Jul 2010,2/25,162/25,Taylor P. - Stompe C.,6:2,http://www.oddsportal.com/darts/europe/european-championship,2010.0
231,231.0,29 Jul 2010,21/50,89/50,Anderson G. - Caven J.,2:6,http://www.oddsportal.com/darts/europe/european-championship,2010.0
232,232.0,29 Jul 2010,13/50,69/25,Whitlock S. - Priestley D.,6:3,http://www.oddsportal.com/darts/europe/european-championship,2010.0
233,233.0,29 Jul 2010,8/25,58/25,Jenkins T. - Welge A.,6:4,http://www.oddsportal.com/darts/europe/european-championship,2010.0
234,234.0,29 Jul 2010,27/100,66/25,Walsh M. - Alcinas A.,6:3,http://www.oddsportal.com/darts/europe/european-championship,2010.0
235,235.0,29 Jul 2010,63/100,123/100,Nicholson P. - Smith A.,3:6,http://www.oddsportal.com/darts/europe/european-championship,2010.0
236,236.0,31 Jul 2011,7/4,11/25,Lewis A. - Taylor P.,8:11,http://www.oddsportal.com/darts/europe/european-championship,2011.0
237,237.0,31 Jul 2011,3/4,109/100,Lewis A. - van Barneveld R.,11:10,http://www.oddsportal.com/darts/europe/european-championship,2011.0
238,238.0,31 Jul 2011,17/100,102/25,Taylor P. - Whitlock S.,11:4,http://www.oddsportal.com/darts/europe/european-championship,2011.0
239,239.0,31 Jul 2011,19/100,91/25,Whitlock S. - Wright P.,10:6,http://www.oddsportal.com/darts/europe/european-championship,2011.0
240,240.0,31 Jul 2011,3/25,128/25,Taylor P. - Nicholson P.,10:7,http://www.oddsportal.com/darts/europe/european-championship,2011.0
241,241.0,31 Jul 2011,26/25,19/25,van Barneveld R. - Wade J.,10:8,http://www.oddsportal.com/darts/europe/european-championship,2011.0
242,242.0,31 Jul 2011,9/100,313/50,Lewis A. - Huybrechts K.,10:8,http://www.oddsportal.com/darts/europe/european-championship,2011.0
243,243.0,30 Jul 2011,6/25,78/25,van Barneveld R. - Walsh M.,10:5,http://www.oddsportal.com/darts/europe/european-championship,2011.0
244,244.0,30 Jul 2011,1/5,177/50,Wade J. - Baxter R.,10:5,http://www.oddsportal.com/darts/europe/european-championship,2011.0
245,245.0,30 Jul 2011,17/50,227/100,Lewis A. - Chisnall D.,10:5,http://www.oddsportal.com/darts/europe/european-championship,2011.0
246,246.0,30 Jul 2011,7/50,227/50,Newton W. - Huybrechts K.,8:10,http://www.oddsportal.com/darts/europe/european-championship,2011.0
247,247.0,30 Jul 2011,3/25,499/100,Anderson G. - Wright P.,5:10,http://www.oddsportal.com/darts/europe/european-championship,2011.0
248,248.0,30 Jul 2011,7/100,172/25,Taylor P. - King M.,10:3,http://www.oddsportal.com/darts/europe/european-championship,2011.0
249,249.0,30 Jul 2011,11/10,71/100,Jenkins T. - Nicholson P.,4:10,http://www.oddsportal.com/darts/europe/european-championship,2011.0
250,250.0,30 Jul 2011,27/100,277/100,Whitlock S. - Lloyd C.,10:2,http://www.oddsportal.com/darts/europe/european-championship,2011.0
251,251.0,29 Jul 2011,11/25,43/25,van Barneveld R. - Hamilton A.,6:4,http://www.oddsportal.com/darts/europe/european-championship,2011.0
252,252.0,29 Jul 2011,19/50,49/25,Newton W. - Smith A.,6:2,http://www.oddsportal.com/darts/europe/european-championship,2011.0
253,253.0,29 Jul 2011,17/50,109/50,Lewis A. - Van der Voort V.,6:4,http://www.oddsportal.com/darts/europe/european-championship,2011.0
254,254.0,29 Jul 2011,11/100,273/50,Wade J. - Caris M.,6:1,http://www.oddsportal.com/darts/europe/european-championship,2011.0
255,255.0,29 Jul 2011,121/100,63/100,Huybrechts K. - Alcinas A.,6:2,http://www.oddsportal.com/darts/europe/european-championship,2011.0
256,256.0,29 Jul 2011,7/10,109/100,Baxter R. - van Gerwen M.,6:4,http://www.oddsportal.com/darts/europe/european-championship,2011.0
257,257.0,29 Jul 2011,121/100,63/100,Klaasen J. - Chisnall D.,4:6,http://www.oddsportal.com/darts/europe/european-championship,2011.0
258,258.0,29 Jul 2011,9/10,83/100,Jones W. - Walsh M.,5:6,http://www.oddsportal.com/darts/europe/european-championship,2011.0
259,259.0,28 Jul 2011,17/100,15/4,Anderson G. - Caven J.,6:3,http://www.oddsportal.com/darts/europe/european-championship,2011.0
260,260.0,28 Jul 2011,3/4,101/100,Webster M. - Jenkins T.,4:6,http://www.oddsportal.com/darts/europe/european-championship,2011.0
261,261.0,28 Jul 2011,1/50,61/5,Taylor P. - Michael J.,6:3,http://www.oddsportal.com/darts/europe/european-championship,2011.0
262,262.0,28 Jul 2011,6/25,303/100,Whitlock S. - Suljovic M.,6:2,http://www.oddsportal.com/darts/europe/european-championship,2011.0
263,263.0,28 Jul 2011,189/100,2/5,Pipe J. - Nicholson P.,3:6,http://www.oddsportal.com/darts/europe/european-championship,2011.0
264,264.0,28 Jul 2011,49/100,39/25,Part J. - Wright P.,5:6,http://www.oddsportal.com/darts/europe/european-championship,2011.0
265,265.0,28 Jul 2011,23/25,41/50,Tabern A. - Lloyd C.,4:6,http://www.oddsportal.com/darts/europe/european-championship,2011.0
266,266.0,28 Jul 2011,22/25,43/50,King M. - Stompe C.,6:1,http://www.oddsportal.com/darts/europe/european-championship,2011.0
267,267.0,23 Sep 2012,67/50,14/25,Newton W. - Whitlock S.,5:11,http://www.oddsportal.com/darts/europe/european-championship,2012.0
268,268.0,23 Sep 2012,73/50,51/100,Huybrechts K. - Whitlock S.,9:11,http://www.oddsportal.com/darts/europe/european-championship,2012.0
269,269.0,23 Sep 2012,64/25,7/25,Dolan B. - Newton W.,9:11,http://www.oddsportal.com/darts/europe/european-championship,2012.0
270,270.0,23 Sep 2012,33/100,57/25,Whitlock S. - Lloyd C.,10:7,http://www.oddsportal.com/darts/europe/european-championship,2012.0
271,271.0,23 Sep 2012,161/100,47/100,Huybrechts K. - van Barneveld R.,10:8,http://www.oddsportal.com/darts/europe/european-championship,2012.0
272,272.0,23 Sep 2012,1/20,901/100,Taylor P. - Dolan B.,6:10,http://www.oddsportal.com/darts/europe/european-championship,2012.0
273,273.0,23 Sep 2012,24/25,79/100,Hamilton A. - Newton W.,7:10,http://www.oddsportal.com/darts/europe/european-championship,2012.0
274,274.0,22 Sep 2012,37/50,49/50,Lloyd C. - Burnett R.,10:8,http://www.oddsportal.com/darts/europe/european-championship,2012.0
275,275.0,22 Sep 2012,47/50,77/100,White I. - Huybrechts K.,5:10,http://www.oddsportal.com/darts/europe/european-championship,2012.0
276,276.0,22 Sep 2012,51/100,73/50,van Barneveld R. - van Gerwen M.,10:9,http://www.oddsportal.com/darts/europe/european-championship,2012.0
277,277.0,22 Sep 2012,16/25,57/50,Whitlock S. - Chisnall D.,10:5,http://www.oddsportal.com/darts/europe/european-championship,2012.0
278,278.0,22 Sep 2012,1/50,11/1,Taylor P. - Hendricks J.,10:7,http://www.oddsportal.com/darts/europe/european-championship,2012.0
279,279.0,22 Sep 2012,49/100,151/100,Newton W. - Painter K.,10:5,http://www.oddsportal.com/darts/europe/european-championship,2012.0
280,280.0,22 Sep 2012,29/50,127/100,Hamilton A. - Baxter R.,10:8,http://www.oddsportal.com/darts/europe/european-championship,2012.0
281,281.0,22 Sep 2012,103/100,7/10,Welge A. - Dolan B.,5:10,http://www.oddsportal.com/darts/europe/european-championship,2012.0
282,282.0,21 Sep 2012,12/25,159/100,Huybrechts K. - Van der Voort V.,6:4,http://www.oddsportal.com/darts/europe/european-championship,2012.0
283,283.0,21 Sep 2012,119/100,63/100,Jenkins T. - van Barneveld R.,1:6,http://www.oddsportal.com/darts/europe/european-championship,2012.0
284,284.0,21 Sep 2012,3/10,62/25,Lewis A. - White I.,0:6,http://www.oddsportal.com/darts/europe/european-championship,2012.0
285,285.0,21 Sep 2012,37/100,51/25,Wade J. - Lloyd C.,3:6,http://www.oddsportal.com/darts/europe/european-championship,2012.0
286,286.0,21 Sep 2012,8/25,58/25,Whitlock S. - Walsh M.,6:2,http://www.oddsportal.com/darts/europe/european-championship,2012.0
287,287.0,21 Sep 2012,19/100,169/50,Chisnall D. - Vos G.,6:3,http://www.oddsportal.com/darts/europe/european-championship,2012.0
288,288.0,21 Sep 2012,59/100,13/10,Burnett R. - Stompe C.,6:3,http://www.oddsportal.com/darts/europe/european-championship,2012.0
289,289.0,21 Sep 2012,49/100,31/20,van Gerwen M. - Smith A.,6:5,http://www.oddsportal.com/darts/europe/european-championship,2012.0
290,290.0,20 Sep 2012,21/50,46/25,Baxter R. - Rosenauer M.,6:1,http://www.oddsportal.com/darts/europe/european-championship,2012.0
291,291.0,20 Sep 2012,31/50,61/50,King M. - Painter K.,4:6,http://www.oddsportal.com/darts/europe/european-championship,2012.0
292,292.0,20 Sep 2012,1/20,749/100,Taylor P. - Caris M.,6:3,http://www.oddsportal.com/darts/europe/european-championship,2012.0
293,293.0,20 Sep 2012,23/100,77/25,Newton W. - Seyler T.,6:0,http://www.oddsportal.com/darts/europe/european-championship,2012.0
294,294.0,20 Sep 2012,63/100,61/50,Hamilton A. - Nicholson P.,6:0,http://www.oddsportal.com/darts/europe/european-championship,2012.0
295,295.0,20 Sep 2012,23/50,33/20,Pipe J. - Dolan B.,3:6,http://www.oddsportal.com/darts/europe/european-championship,2012.0
296,296.0,20 Sep 2012,39/100,47/25,Webster M. - Welge A.,4:6,http://www.oddsportal.com/darts/europe/european-championship,2012.0
297,297.0,20 Sep 2012,111/100,7/10,Hendricks J. - Suljovic M.,6:2,http://www.oddsportal.com/darts/europe/european-championship,2012.0
298,298.0,07 Jul 2013,33/100,223/100,van Gerwen M. - Lewis A.,8:11,http://www.oddsportal.com/darts/europe/european-championship,2013.0
299,299.0,07 Jul 2013,72/25,1/4,Huybrechts R. - Whitlock S.,7:11,http://www.oddsportal.com/darts/europe/european-championship,2013.0
300,300.0,07 Jul 2013,33/25,29/50,Hamilton A. - Lewis A.,3:10,http://www.oddsportal.com/darts/europe/european-championship,2013.0
301,301.0,07 Jul 2013,3/20,83/20,van Gerwen M. - Klaasen J.,10:7,http://www.oddsportal.com/darts/europe/european-championship,2013.0
302,302.0,07 Jul 2013,59/100,129/100,Whitlock S. - Caven J.,10:9,http://www.oddsportal.com/darts/europe/european-championship,2013.0
303,303.0,07 Jul 2013,63/25,29/100,Huybrechts R. - Thornton R.,10:9,http://www.oddsportal.com/darts/europe/european-championship,2013.0
304,304.0,06 Jul 2013,3/25,219/50,van Gerwen M. - King M.,10:3,http://www.oddsportal.com/darts/europe/european-championship,2013.0
305,305.0,06 Jul 2013,1/20,159/20,Taylor P. - Huybrechts R.,5:10,http://www.oddsportal.com/darts/europe/european-championship,2013.0
306,306.0,06 Jul 2013,11/25,167/100,van Barneveld R. - Thornton R.,9:10,http://www.oddsportal.com/darts/europe/european-championship,2013.0
307,307.0,06 Jul 2013,39/100,91/50,Lewis A. - Painter K.,10:4,http://www.oddsportal.com/darts/europe/european-championship,2013.0
308,308.0,06 Jul 2013,21/50,7/4,Wade J. - Caven J.,2:10,http://www.oddsportal.com/darts/europe/european-championship,2013.0
309,309.0,06 Jul 2013,17/50,219/100,Whitlock S. - Lloyd C.,10:6,http://www.oddsportal.com/darts/europe/european-championship,2013.0
310,310.0,06 Jul 2013,23/50,39/25,Hamilton A. - Nicholson P.,10:8,http://www.oddsportal.com/darts/europe/european-championship,2013.0
311,311.0,06 Jul 2013,93/100,39/50,Klaasen J. - Pipe J.,10:6,http://www.oddsportal.com/darts/europe/european-championship,2013.0
312,312.0,05 Jul 2013,39/50,93/100,Painter K. - Part J.,6:4,http://www.oddsportal.com/darts/europe/european-championship,2013.0
313,313.0,05 Jul 2013,13/50,263/100,Lewis A. - Suljovic M.,6:4,http://www.oddsportal.com/darts/europe/european-championship,2013.0
314,314.0,05 Jul 2013,3/100,1027/100,van Gerwen M. - van de Rijk K.,6:1,http://www.oddsportal.com/darts/europe/european-championship,2013.0
315,315.0,05 Jul 2013,13/25,71/50,Newton W. - Klaasen J.,4:6,http://www.oddsportal.com/darts/europe/european-championship,2013.0
316,316.0,05 Jul 2013,26/25,7/10,Baxter R. - King M.,5:6,http://www.oddsportal.com/darts/europe/european-championship,2013.0
317,317.0,05 Jul 2013,3/5,127/100,Hamilton A. - Jenkins T.,6:5,http://www.oddsportal.com/darts/europe/european-championship,2013.0
318,318.0,05 Jul 2013,87/50,21/50,Hopp M. - Nicholson P.,4:6,http://www.oddsportal.com/darts/europe/european-championship,2013.0
319,319.0,05 Jul 2013,207/100,7/20,Haavisto J. - Pipe J.,3:6,http://www.oddsportal.com/darts/europe/european-championship,2013.0
320,320.0,04 Jul 2013,31/100,111/50,Wade J. - Webster M.,6:2,http://www.oddsportal.com/darts/europe/european-championship,2013.0
321,321.0,04 Jul 2013,9/100,113/20,van Barneveld R. - Seyler T.,6:1,http://www.oddsportal.com/darts/europe/european-championship,2013.0
322,322.0,04 Jul 2013,63/100,29/25,Wade J. - Anderson G.,canc.,http://www.oddsportal.com/darts/europe/european-championship,2013.0
323,323.0,04 Jul 2013,9/100,551/100,Taylor P. - Van der Voort V.,6:3,http://www.oddsportal.com/darts/europe/european-championship,2013.0
324,324.0,04 Jul 2013,18/25,101/100,Whitlock S. - Huybrechts K.,6:4,http://www.oddsportal.com/darts/europe/european-championship,2013.0
325,325.0,04 Jul 2013,12/25,153/100,Thornton R. - Dolan B.,6:2,http://www.oddsportal.com/darts/europe/european-championship,2013.0
326,326.0,04 Jul 2013,159/100,47/100,Lloyd C. - Wright P.,6:4,http://www.oddsportal.com/darts/europe/european-championship,2013.0
327,327.0,04 Jul 2013,67/50,57/100,Caven J. - Chisnall D.,6:0,http://www.oddsportal.com/darts/europe/european-championship,2013.0
328,328.0,04 Jul 2013,29/50,129/100,Kellett S. - Huybrechts R.,3:6,http://www.oddsportal.com/darts/europe/european-championship,2013.0
329,329.0,26 Oct 2014,3/20,15/4,van Gerwen M. - Jenkins T.,11:4,http://www.oddsportal.com/darts/europe/european-championship,2014.0
330,330.0,26 Oct 2014,6/25,143/50,van Gerwen M. - van Barneveld R.,11:6,http://www.oddsportal.com/darts/europe/european-championship,2014.0
331,331.0,26 Oct 2014,39/50,51/50,Jenkins T. - King M.,11:8,http://www.oddsportal.com/darts/europe/european-championship,2014.0
332,332.0,26 Oct 2014,22/25,43/50,van Barneveld R. - Wright P.,10:7,http://www.oddsportal.com/darts/europe/european-championship,2014.0
333,333.0,26 Oct 2014,1/5,81/25,van Gerwen M. - Chisnall D.,10:5,http://www.oddsportal.com/darts/europe/european-championship,2014.0
334,334.0,26 Oct 2014,39/100,46/25,Bunting S. - Jenkins T.,7:10,http://www.oddsportal.com/darts/europe/european-championship,2014.0
335,335.0,26 Oct 2014,31/50,59/50,King M. - Klaasen J.,10:5,http://www.oddsportal.com/darts/europe/european-championship,2014.0
336,336.0,25 Oct 2014,99/50,9/25,Huybrechts R. - King M.,7:10,http://www.oddsportal.com/darts/europe/european-championship,2014.0
337,337.0,25 Oct 2014,13/100,443/100,van Gerwen M. - Dolan B.,10:8,http://www.oddsportal.com/darts/europe/european-championship,2014.0
338,338.0,25 Oct 2014,17/50,9/4,Taylor P. - Bunting S.,9:10,http://www.oddsportal.com/darts/europe/european-championship,2014.0
339,339.0,25 Oct 2014,3/10,62/25,van Barneveld R. - Van der Voort V.,10:7,http://www.oddsportal.com/darts/europe/european-championship,2014.0
340,340.0,25 Oct 2014,3/5,127/100,Wright P. - Huybrechts K.,10:5,http://www.oddsportal.com/darts/europe/european-championship,2014.0
341,341.0,25 Oct 2014,109/100,7/10,Klaasen J. - Caven J.,10:7,http://www.oddsportal.com/darts/europe/european-championship,2014.0
342,342.0,25 Oct 2014,67/100,29/25,Chisnall D. - White I.,10:9,http://www.oddsportal.com/darts/europe/european-championship,2014.0
343,343.0,25 Oct 2014,123/100,63/100,Jenkins T. - Thornton R.,10:8,http://www.oddsportal.com/darts/europe/european-championship,2014.0
344,344.0,24 Oct 2014,39/50,97/100,Whitlock S. - van Barneveld R.,4:6,http://www.oddsportal.com/darts/europe/european-championship,2014.0
345,345.0,24 Oct 2014,13/100,116/25,Taylor P. - Beaton S.,6:2,http://www.oddsportal.com/darts/europe/european-championship,2014.0
346,346.0,24 Oct 2014,17/100,94/25,van Gerwen M. - Pipe J.,6:3,http://www.oddsportal.com/darts/europe/european-championship,2014.0
347,347.0,24 Oct 2014,31/100,117/50,Lewis A. - Klaasen J.,4:6,http://www.oddsportal.com/darts/europe/european-championship,2014.0
348,348.0,24 Oct 2014,11/50,307/100,Wade J. - Huybrechts R.,4:6,http://www.oddsportal.com/darts/europe/european-championship,2014.0
349,349.0,24 Oct 2014,2/5,48/25,Anderson G. - Jenkins T.,5:6,http://www.oddsportal.com/darts/europe/european-championship,2014.0
350,350.0,24 Oct 2014,3/2,13/25,Hamilton A. - Bunting S.,1:6,http://www.oddsportal.com/darts/europe/european-championship,2014.0
351,351.0,24 Oct 2014,21/50,89/50,Wright P. - van de Pas B.,6:5,http://www.oddsportal.com/darts/europe/european-championship,2014.0
