,Unnamed: 0,date,odds_1,odds_2,players,score,tournament_name,year
644,,13 Feb 2015,29/20,1/2,Thomas K. - Smith R.,4:6,http://www.oddsportal.com/darts/europe/european-tour-1,2015.0
645,,14 Feb 2016,89/100,22/25,Suljovic M. - Gurney D.,1:6,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
646,,14 Feb 2016,1/10,6/1,van Gerwen M. - King M.,6:2,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
647,,14 Feb 2016,8/25,231/100,Lewis A. - Gurney D.,4:6,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
648,,14 Feb 2016,17/20,89/100,Suljovic M. - Whitlock S.,6:3,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
649,,14 Feb 2016,93/100,41/50,King M. - van de Pas B.,6:5,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
650,,14 Feb 2016,23/100,149/50,van Gerwen M. - Chisnall D.,6:3,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
651,,14 Feb 2016,31/100,231/100,Wright P. - Gurney D.,4:6,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
652,,14 Feb 2016,1/4,279/100,Lewis A. - Jenkins T.,6:2,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
653,,14 Feb 2016,61/50,31/50,Whitlock S. - Klaasen J.,6:3,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
654,,14 Feb 2016,61/100,31/25,Smith M. - Suljovic M.,5:6,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
655,,14 Feb 2016,23/50,33/20,Wade J. - van de Pas B.,1:6,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
656,,14 Feb 2016,119/100,33/50,Petersen D. - King M.,2:6,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
657,,14 Feb 2016,11/100,11/2,Chisnall D. - Edhouse R.,6:2,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
658,,14 Feb 2016,2/25,174/25,van Gerwen M. - Pipe J.,6:3,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
659,,13 Feb 2016,51/100,3/2,Wright P. - Bunting S.,6:4,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
660,,13 Feb 2016,3/25,237/50,Lewis A. - Van Eijden R.,6:1,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
661,,13 Feb 2016,51/50,19/25,van de Pas B. - Webster M.,6:2,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
662,,13 Feb 2016,11/50,79/25,Anderson G. - King M.,4:6,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
663,,13 Feb 2016,2/25,333/50,van Gerwen M. - Henderson J.,6:3,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
664,,13 Feb 2016,39/100,97/50,Smith M. - Price G.,6:3,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
665,,13 Feb 2016,11/25,171/100,Huybrechts K. - Petersen D.,2:6,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
666,,13 Feb 2016,47/100,163/100,Klaasen J. - Painter K.,6:4,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
667,,13 Feb 2016,1/10,299/50,Wade J. - Harrington R.,6:3,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
668,,13 Feb 2016,13/100,47/10,Chisnall D. - Thomas K.,6:3,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
669,,13 Feb 2016,71/100,53/50,White I. - Whitlock S.,4:6,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
670,,13 Feb 2016,27/50,141/100,Suljovic M. - Rodriguez Row. J.,6:1,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
671,,13 Feb 2016,29/25,13/20,Dolan B. - Gurney D.,4:6,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
672,,13 Feb 2016,39/100,19/10,Jenkins T. - Richardson J.,6:1,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
673,,13 Feb 2016,103/100,3/4,Pipe J. - Lewis J.,6:5,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
674,,12 Feb 2016,83/100,9/10,Evans R. - Petersen D.,5:6,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
675,,12 Feb 2016,27/100,263/100,Webster M. - Wattimena J.,6:2,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
676,,12 Feb 2016,43/100,169/100,King M. - Baxter R.,6:3,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
677,,12 Feb 2016,71/50,27/50,van Duijvenbode D. - Price G.,3:6,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
678,,12 Feb 2016,369/100,19/100,Michael J. - Bunting S.,0:6,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
679,,12 Feb 2016,111/50,17/50,Harrington R. - Pallett D.,6:4,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
680,,12 Feb 2016,49/25,39/100,Artut J. - Gurney D.,5:6,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
681,,12 Feb 2016,107/100,18/25,Painter K. - Caven J.,6:5,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
682,,12 Feb 2016,22/25,17/20,Green R. - Rodriguez Row. J.,4:6,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
683,,12 Feb 2016,33/10,21/100,de Decker M. - Whitlock S.,2:6,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
684,,12 Feb 2016,89/100,83/100,van den Bergh D. - Henderson J.,5:6,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
685,,12 Feb 2016,6/5,31/50,Thomas K. - Dekker J.,6:3,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
686,,12 Feb 2016,21/10,7/20,Welge A. - Lewis J.,0:6,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
687,,12 Feb 2016,157/100,49/100,Milford P. - Van Eijden R.,5:6,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
688,,12 Feb 2016,3/4,26/25,Edhouse R. - Schindler M.,6:4,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
689,,12 Feb 2016,139/100,14/25,Lerchbacher Z. - Richardson J.,5:6,http://www.oddsportal.com/darts/europe/european-tour-1,2016.0
690,,26 Mar 2017,4/25,363/100,van Gerwen M. - Wright P.,3:6,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
691,,26 Mar 2017,3/10,241/100,Wright P. - Price G.,6:5,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
692,,26 Mar 2017,2/25,653/100,van Gerwen M. - Klaasen J.,6:1,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
693,,26 Mar 2017,133/100,57/100,Price G. - Suljovic M.,6:2,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
694,,26 Mar 2017,7/25,5/2,Wright P. - Huybrechts K.,6:2,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
695,,26 Mar 2017,143/100,13/25,Klaasen J. - van de Pas B.,6:4,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
696,,26 Mar 2017,7/100,683/100,van Gerwen M. - White I.,6:3,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
697,,26 Mar 2017,13/25,29/20,Suljovic M. - Cullen J.,6:2,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
698,,26 Mar 2017,41/25,23/50,Painter K. - Price G.,4:6,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
699,,26 Mar 2017,107/100,71/100,Norris A. - Huybrechts K.,4:6,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
700,,26 Mar 2017,19/100,339/100,Wright P. - Bunting S.,6:2,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
701,,26 Mar 2017,7/20,207/100,van de Pas B. - Dekker J.,6:0,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
702,,26 Mar 2017,33/100,111/50,Chisnall D. - Klaasen J.,3:6,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
703,,26 Mar 2017,21/50,173/100,White I. - Johnson D.,6:2,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
704,,26 Mar 2017,1/20,831/100,van Gerwen M. - Reyes C.,6:3,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
705,,25 Mar 2017,9/25,199/100,Cullen J. - Bain J.,6:2,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
706,,25 Mar 2017,9/25,49/25,Whitlock S. - Painter K.,2:6,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
707,,25 Mar 2017,13/25,143/100,Suljovic M. - King M.,6:3,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
708,,25 Mar 2017,1/25,917/100,van Gerwen M. - Wattimena J.,6:1,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
709,,25 Mar 2017,2/25,317/50,Wright P. - Kist C.,6:5,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
710,,25 Mar 2017,7/25,5/2,van de Pas B. - Harvey P.,6:4,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
711,,25 Mar 2017,1/4,68/25,Chisnall D. - van den Bergh D.,6:0,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
712,,25 Mar 2017,17/100,363/100,Wade J. - Johnson D.,5:6,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
713,,25 Mar 2017,23/100,291/100,Norris A. - Corner R.,6:4,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
714,,25 Mar 2017,3/4,99/100,Bunting S. - Pallett D.,6:4,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
715,,25 Mar 2017,9/50,171/50,Huybrechts K. - Portela D.,6:1,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
716,,25 Mar 2017,9/20,161/100,Reyes C. - Nicholson P.,6:2,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
717,,25 Mar 2017,3/10,59/25,Smith M. - Dekker J.,1:6,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
718,,25 Mar 2017,73/100,97/100,Klaasen J. - McGowan M.,6:1,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
719,,25 Mar 2017,7/20,41/20,White I. - Bowles J.,6:5,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
720,,25 Mar 2017,9/25,201/100,Price G. - Ratajski K.,6:1,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
721,,24 Mar 2017,17/50,211/100,Painter K. - Burton S.,6:5,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
722,,24 Mar 2017,219/100,33/100,Roith B. - Wattimena J.,1:6,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
723,,24 Mar 2017,29/100,12/5,Dobey Ch. - Bain J.,5:6,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
724,,24 Mar 2017,17/50,213/100,Johnson D. - Allenstein R.,6:1,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
725,,24 Mar 2017,58/25,3/10,Rasztovits M. - King M.,5:6,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
726,,24 Mar 2017,31/50,121/100,Searle R. - Nicholson P.,2:6,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
727,,24 Mar 2017,18/25,21/20,Dekker J. - Quantock C.,6:5,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
728,,24 Mar 2017,27/50,139/100,van den Bergh D. - Hunt A.,6:4,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
729,,24 Mar 2017,273/100,1/4,Plooy M. - Kist C.,5:6,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
730,,24 Mar 2017,29/20,51/100,Portela D. - Schindler M.,6:3,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
731,,24 Mar 2017,91/100,41/50,Michael J. - McGowan M.,2:6,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
732,,24 Mar 2017,28/25,67/100,de Vreede R. - Ratajski K.,2:6,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
733,,24 Mar 2017,11/25,83/50,Bowles J. - Stoyke S.,6:2,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
734,,24 Mar 2017,6/25,72/25,Pallett D. - Viinikka V.,6:1,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
735,,24 Mar 2017,16/25,59/50,Meikle R. - Harvey P.,4:6,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
736,,24 Mar 2017,21/20,7/10,Corner R. - Shepherd K.,6:2,http://www.oddsportal.com/darts/europe/european-tour-1,2017.0
737,,25 Mar 2018,9/50,4/1,van Gerwen M. - Wright P.,8:7,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
738,,25 Mar 2018,11/20,73/50,Wright P. - Wade J.,7:4,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
739,,25 Mar 2018,1/20,217/25,van Gerwen M. - North R.,7:1,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
740,,25 Mar 2018,189/100,2/5,King M. - Wade J.,4:6,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
741,,25 Mar 2018,37/100,203/100,Wright P. - Cullen J.,6:3,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
742,,25 Mar 2018,9/10,22/25,Meulenkamp R. - North R.,2:6,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
743,,25 Mar 2018,11/100,138/25,van Gerwen M. - Whitlock S.,6:1,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
744,,25 Mar 2018,59/100,133/100,Smith M. - Wade J.,4:6,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
745,,25 Mar 2018,21/50,181/100,Suljovic M. - King M.,3:6,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
746,,25 Mar 2018,43/50,89/100,Cullen J. - Dobey Ch.,6:5,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
747,,25 Mar 2018,2/5,191/100,Wright P. - Henderson J.,6:2,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
748,,25 Mar 2018,13/100,118/25,Cross R. - North R.,5:6,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
749,,25 Mar 2018,4/5,49/50,Meulenkamp R. - Pipe J.,6:1,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
750,,25 Mar 2018,93/100,17/20,Whitlock S. - Chisnall D.,6:1,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
751,,25 Mar 2018,3/50,839/100,van Gerwen M. - Norris A.,6:3,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
752,,24 Mar 2018,23/100,61/20,Smith M. - Johnson D.,6:3,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
753,,24 Mar 2018,17/50,11/5,Suljovic M. - Hughes J.,6:4,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
754,,24 Mar 2018,37/25,53/100,Klaasen J. - Wade J.,3:6,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
755,,24 Mar 2018,7/20,217/100,Cross R. - Lewis A.,6:1,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
756,,24 Mar 2018,7/20,107/50,Wright P. - Woodhouse L.,6:3,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
757,,24 Mar 2018,3/50,841/100,van Gerwen M. - Menzies C.,6:3,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
758,,24 Mar 2018,13/50,11/4,Gurney D. - Meulenkamp R.,4:6,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
759,,24 Mar 2018,17/100,77/20,Whitlock S. - Kanik T.,6:2,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
760,,24 Mar 2018,61/100,63/50,King M. - Clemens G.,6:2,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
761,,24 Mar 2018,3/4,26/25,Cullen J. - Noppert D.,6:5,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
762,,24 Mar 2018,16/25,121/100,Huybrechts K. - Dobey Ch.,2:6,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
763,,24 Mar 2018,26/25,73/100,Norris A. - Wattimena J.,6:4,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
764,,24 Mar 2018,9/50,183/50,Chisnall D. - Kantele M.,6:1,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
765,,24 Mar 2018,57/100,34/25,Anderson K. - Henderson J.,4:6,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
766,,24 Mar 2018,9/20,167/100,Price G. - North R.,5:6,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
767,,24 Mar 2018,9/25,52/25,White I. - Pipe J.,1:6,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
768,,23 Mar 2018,23/50,33/20,Wade J. - Beaton S.,6:3,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
769,,23 Mar 2018,23/100,299/100,Lewis A. - Edhouse R.,6:5,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
770,,23 Mar 2018,51/25,9/25,Junghans T. - Clemens G.,1:6,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
771,,23 Mar 2018,23/25,21/25,Clayton J. - Wattimena J.,2:6,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
772,,23 Mar 2018,99/100,3/4,Noppert D. - de Zwaan J.,6:4,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
773,,23 Mar 2018,36/25,27/50,Jones W. - Dobey Ch.,1:6,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
774,,23 Mar 2018,77/50,1/2,Meulenkamp R. - van den Bergh D.,6:3,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
775,,23 Mar 2018,261/100,7/25,Kantele M. - Van der Voort V.,6:4,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
776,,23 Mar 2018,253/100,7/25,Langendorf M. - Henderson J.,2:6,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
777,,23 Mar 2018,161/100,47/100,Rasztovits M. - Pipe J.,2:6,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
778,,23 Mar 2018,18/25,27/25,Humphries L. - Johnson D.,2:6,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
779,,23 Mar 2018,63/100,123/100,Hughes J. - Hopp M.,6:4,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
780,,23 Mar 2018,11/50,79/25,Dekker J. - Kanik T.,3:6,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
781,,23 Mar 2018,169/100,9/20,Wilson M. - Menzies C.,2:6,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
782,,23 Mar 2018,19/10,39/100,Atkins M. - North R.,0:6,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
783,,23 Mar 2018,17/20,89/100,Woodhouse L. - Meikle R.,6:2,http://www.oddsportal.com/darts/europe/european-tour-1,2018.0
784,,16 Oct 2016,33/50,11/10,Klaasen J. - Norris A.,5:6,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
785,,16 Oct 2016,67/50,3/5,Norris A. - Suljovic M.,6:5,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
786,,16 Oct 2016,14/25,67/50,Chisnall D. - Klaasen J.,4:6,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
787,,16 Oct 2016,71/100,26/25,Suljovic M. - Gurney D.,6:4,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
788,,16 Oct 2016,81/100,9/10,Norris A. - West S.,6:2,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
789,,16 Oct 2016,59/100,63/50,Klaasen J. - Cullen J.,6:4,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
790,,16 Oct 2016,8/25,113/50,Chisnall D. - Webster M.,6:2,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
791,,16 Oct 2016,1/10,138/25,van Gerwen M. - Gurney D.,4:6,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
792,,16 Oct 2016,7/20,52/25,Suljovic M. - Pallett D.,6:4,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
793,,16 Oct 2016,63/100,6/5,Huybrechts K. - West S.,5:6,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
794,,16 Oct 2016,71/100,107/100,White I. - Norris A.,4:6,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
795,,16 Oct 2016,8/25,9/4,Wright P. - Cullen J.,3:6,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
796,,16 Oct 2016,93/50,39/100,Reyes C. - Klaasen J.,2:6,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
797,,16 Oct 2016,81/100,93/100,Webster M. - Jenkins T.,6:5,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
798,,16 Oct 2016,6/25,299/100,Chisnall D. - Pipe J.,6:3,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
799,,15 Oct 2016,9/50,89/25,Huybrechts K. - Evetts T.,6:4,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
800,,15 Oct 2016,2/25,619/100,van Gerwen M. - Green R.,6:4,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
801,,15 Oct 2016,11/100,123/25,Wright P. - Dootson E.,6:1,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
802,,15 Oct 2016,17/50,43/20,Klaasen J. - Rodriguez Row. J.,6:4,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
803,,15 Oct 2016,21/100,157/50,Suljovic M. - Johnson D.,6:1,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
804,,15 Oct 2016,9/50,361/100,Cullen J. - Allenstein R.,6:1,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
805,,15 Oct 2016,11/20,27/20,Smith M. - Webster M.,3:6,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
806,,15 Oct 2016,3/20,207/50,Chisnall D. - Hudson P.,6:0,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
807,,15 Oct 2016,9/20,33/20,White I. - Painter K.,6:5,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
808,,15 Oct 2016,11/25,17/10,van de Pas B. - Reyes C.,2:6,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
809,,15 Oct 2016,37/100,97/50,Jenkins T. - Smith A.,6:5,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
810,,15 Oct 2016,59/100,32/25,Bunting S. - West S.,2:6,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
811,,15 Oct 2016,43/100,43/25,Whitlock S. - Pipe J.,1:6,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
812,,15 Oct 2016,7/25,127/50,Norris A. - Taylor S.,6:1,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
813,,15 Oct 2016,29/100,61/25,Gurney D. - Meulenkamp R.,6:2,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
814,,15 Oct 2016,11/20,137/100,Price G. - Pallett D.,5:6,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
815,,14 Oct 2016,16/25,29/25,Hine S. - Allenstein R.,5:6,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
816,,14 Oct 2016,11/20,67/50,Painter K. - Meeuwisse Y.,6:3,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
817,,14 Oct 2016,9/5,41/100,Rodriguez Row. J. - Anderson K.,6:2,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
818,,14 Oct 2016,19/50,191/100,Smith A. - Stoyke S.,6:2,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
819,,14 Oct 2016,19/50,19/10,Reyes C. - Walsh M.,6:5,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
820,,14 Oct 2016,7/20,51/25,Dobey Ch. - Evetts T.,2:6,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
821,,14 Oct 2016,19/20,79/100,Webster M. - King M.,6:2,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
822,,14 Oct 2016,33/100,11/5,West S. - West T.,6:0,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
823,,14 Oct 2016,243/100,29/100,Hudson P. - Van der Voort V.,6:5,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
824,,14 Oct 2016,24/25,39/50,Holz M. - Dootson E.,3:6,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
825,,14 Oct 2016,9/10,83/100,Green R. - Kist C.,6:2,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
826,,14 Oct 2016,63/50,59/100,Pallett D. - Dolan B.,6:3,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
827,,14 Oct 2016,12/25,38/25,Meulenkamp R. - Puls M.,6:3,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
828,,14 Oct 2016,133/100,14/25,Vegso J. - Johnson D.,1:6,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
829,,14 Oct 2016,139/100,53/100,Mansell M. - Pipe J.,5:6,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
830,,14 Oct 2016,9/25,101/50,Boulton A. - Taylor S.,3:6,http://www.oddsportal.com/darts/europe/european-tour-10,2016.0
831,,10 Sep 2017,259/50,3/25,Cross R. - van Gerwen M.,3:6,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
832,,10 Sep 2017,281/50,9/100,Whitlock S. - van Gerwen M.,0:6,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
833,,10 Sep 2017,51/100,151/100,Cross R. - van de Pas B.,6:3,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
834,,10 Sep 2017,659/100,7/100,Klaasen J. - van Gerwen M.,1:6,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
835,,10 Sep 2017,23/20,16/25,Whitlock S. - Smith M.,6:1,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
836,,10 Sep 2017,69/100,27/25,van de Pas B. - Van der Voort V.,6:5,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
837,,10 Sep 2017,27/50,69/50,Cross R. - White I.,6:2,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
838,,10 Sep 2017,3/50,8/1,van Gerwen M. - Price G.,6:2,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
839,,10 Sep 2017,49/100,39/25,Anderson K. - Klaasen J.,1:6,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
840,,10 Sep 2017,13/20,117/100,Smith M. - Cullen J.,6:1,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
841,,10 Sep 2017,47/100,8/5,Whitlock S. - Aspinall N.,6:3,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
842,,10 Sep 2017,113/100,17/25,Huybrechts R. - Van der Voort V.,0:6,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
843,,10 Sep 2017,17/20,9/10,Webster D. - van de Pas B.,2:6,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
844,,10 Sep 2017,37/100,197/100,Gurney D. - White I.,5:6,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
845,,10 Sep 2017,9/10,21/25,Suljovic M. - Cross R.,2:6,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
846,,09 Sep 2017,19/100,347/100,Whitlock S. - Larsson D.,6:2,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
847,,09 Sep 2017,3/10,119/50,Smith M. - Lewis J.,6:5,http://www.oddsportal.com/darts/europe/european-tour-10,2018.0
